Term,PMI,DF,DF_in_group,P(term),P(group),"P(term,group)",P(term|group)
ebony masturbation,3.6401374517247556,2713,1009,0.0050687920842394756,0.029829832074075736,0.0018851497283441322,0.06319679318551923
thepovclub,3.638256694768528,70,26,0.0001307834301130716,0.029829832074075736,4.85767026134266e-05,0.0016284604785168483
ebony riding,3.6364657873732162,124,46,0.00023167350477172686,0.029829832074075736,8.594339693144706e-05,0.00288112238506827
pandora,3.6341406325566026,81,30,0.00015133511198798288,0.029829832074075736,5.605004147703069e-05,0.0018789928598271326
black pantyhose,3.6314033074396663,422,156,0.0007884372501102318,0.029829832074075736,0.0002914602156805596,0.00977076287110109
ebony facial,3.629983243863612,417,154,0.0007790955765307266,0.029829832074075736,0.0002877235462487576,0.009645496680445948
whore bbc,3.628527088934742,103,38,0.00019243847573780537,0.029829832074075736,7.099671920423888e-05,0.0023800576224477015
yrs,3.62130027958003,79,29,0.00014759844255618083,0.029829832074075736,5.418170676112967e-05,0.0018163597644995616
dark skin,3.615404108183392,93,34,0.00017375512857879515,0.029829832074075736,6.352338034063478e-05,0.002129525241137417
latina ebony,3.6076684064322166,77,28,0.0001438617731243788,0.029829832074075736,5.231337204522865e-05,0.0017537266691719905
ebony backshots,3.606788696678494,410,149,0.0007660172335194194,0.029829832074075736,0.0002783818726692524,0.009332331203808093
throat ebony,3.604994404749781,135,49,0.0002522251866466381,0.029829832074075736,9.154840107915013e-05,0.0030690216710509833
loves black,3.6024317223974616,69,25,0.00012891509539717059,0.029829832074075736,4.6708367897525575e-05,0.0015658273831892773
teen ebony,3.5993211896301776,130,47,0.000242883513067133,0.029829832074075736,8.781173164734808e-05,0.0029437554803958413
interracial jenna,3.5989512117951024,83,30,0.00015507178141978492,0.029829832074075736,5.605004147703069e-05,0.0018789928598271326
mom4k,3.597614720543499,72,26,0.00013452009954487365,0.029829832074075736,4.85767026134266e-05,0.0016284604785168483
milf ebony,3.5926961380718314,339,122,0.0006333654686904468,0.029829832074075736,0.00022793683533992482,0.007641237629963673
casting ebony,3.5864742950091473,120,43,0.00022420016590812277,0.029829832074075736,8.0338392783744e-05,0.002693223099085557
ebony couple,3.5847074417081557,190,68,0.0003549835960211944,0.029829832074075736,0.00012704676068126956,0.004259050482274834
bbc hard,3.584318010072934,109,39,0.00020364848403321153,0.029829832074075736,7.28650539201399e-05,0.0024426907177752723
1825 black,3.5834210249940672,165,59,0.0003082752281236688,0.029829832074075736,0.00011023174823816036,0.0036953526243266943
african,3.5832323160412494,1295,463,0.002419493457091825,0.029829832074075736,0.0008650389734621737,0.028999123136665413
slut shelovesblack,3.577715168030877,73,26,0.00013638843426077467,0.029829832074075736,4.85767026134266e-05,0.0016284604785168483
backshots ebony,3.5762599214959327,267,95,0.0004988453691455732,0.029829832074075736,0.0001774917980105972,0.0059501440561192534
interracial kingsoffetish,3.574060010387316,76,27,0.00014199343840847777,0.029829832074075736,5.0445037329327626e-05,0.0016910935738444193
ebony bbw,3.5737100971183233,763,271,0.0014255393882324806,0.029829832074075736,0.0005063187080091773,0.016973568833771765
ebony booty,3.5723352595061346,62,22,0.00011583675238586343,0.029829832074075736,4.110336374982251e-05,0.001377928097206564
black,3.570076873403663,32251,11426,0.0602556629225239,0.029829832074075736,0.02134759246388509,0.7156457472128273
toys ebony,3.568294112028371,65,23,0.0001214417565335665,0.029829832074075736,4.297169846572353e-05,0.001440561192534135
blacked raw,3.56603901960451,334,118,0.0006240237951109417,0.029829832074075736,0.00022046349647632073,0.007390705248653389
ebony freak,3.5645996446415924,68,24,0.00012704676068126956,0.029829832074075736,4.484003318162455e-05,0.001503194287861706
young ebony,3.556905349371254,94,33,0.00017562346329469617,0.029829832074075736,6.165504562473376e-05,0.002066892145809846
black couple,3.5552011413522804,154,54,0.0002877235462487576,0.029829832074075736,0.00010089007465865525,0.0033821871476888386
czech girl,3.5531770951837482,317,111,0.0005922621049406243,0.029829832074075736,0.00020738515346501357,0.0069522735813603905
sheisnovember ebony,3.5525269240466995,100,35,0.0001868334715901023,0.029829832074075736,6.53917150565358e-05,0.0021921583364649883
bbc black,3.550309271950137,372,130,0.0006950205143151806,0.029829832074075736,0.000242883513067133,0.008142302392584242
ebony european,3.5477258993195475,86,30,0.000160676785567488,0.029829832074075736,5.605004147703069e-05,0.0018789928598271326
haired amateur,3.5462678117324598,66,23,0.00012331009124946752,0.029829832074075736,4.297169846572353e-05,0.001440561192534135
interracial wife,3.545562947149462,89,31,0.00016628178971519106,0.029829832074075736,5.7918376192931715e-05,0.0019416259551547038
ebony squirt,3.539853210094611,196,68,0.0003661936043166005,0.029829832074075736,0.00012704676068126956,0.004259050482274834
booty ebony,3.5375767706034216,485,168,0.0009061423372119963,0.029829832074075736,0.0003138802322713719,0.010522360015031942
wife interracial,3.5365854350124106,130,45,0.000242883513067133,0.029829832074075736,8.407506221554604e-05,0.002818489289740699
tits ebony,3.536265827434277,3008,1041,0.005619950825430277,0.029829832074075736,0.0019449364392529651,0.0652010522360015
msnovember,3.5325556904661646,478,165,0.000893063994200689,0.029829832074075736,0.0003082752281236688,0.01033446072904923
penetration ebony,3.5323235203628354,339,117,0.0006333654686904468,0.029829832074075736,0.0002185951617604197,0.007328072153325817
ebony creamy,3.528680321993886,244,84,0.00045587367067984963,0.029829832074075736,0.00015694011613568595,0.005261180007515971
orgasm gagging,3.528680031298388,61,21,0.00011396841766996241,0.029829832074075736,3.9235029033921486e-05,0.0013152950018789928
brunette ebony,3.5246335744329107,2074,712,0.003874926200778722,0.029829832074075736,0.0013302543177215285,0.044594763873230615
ebony teens,3.518409678214161,1846,631,0.003448945885553289,0.029829832074075736,0.0011789192057335455,0.03952148315169736
ebony ass,3.5172659731708698,284,97,0.0005306070593158905,0.029829832074075736,0.00018122846744239923,0.006075410246774396
ebony sucking,3.516902963008114,82,28,0.0001532034467038839,0.029829832074075736,5.231337204522865e-05,0.0017537266691719905
ebony hardcore,3.5145590422253203,88,30,0.00016441345499929003,0.029829832074075736,5.605004147703069e-05,0.0018789928598271326
black chubby,3.509618418009501,156,53,0.0002914602156805596,0.029829832074075736,9.902173994275423e-05,0.003319554052361268
brown girl,3.5031991013763304,68,23,0.00012704676068126956,0.029829832074075736,4.297169846572353e-05,0.001440561192534135
ebony babe,3.5023156779573648,639,216,0.0011938658834607537,0.029829832074075736,0.000403560298634621,0.013528748590755355
ebony eating,3.5023156040860965,213,72,0.00039795529448691794,0.029829832074075736,0.00013452009954487365,0.004509582863585118
fem,3.5023153824723186,71,24,0.00013265176482897263,0.029829832074075736,4.484003318162455e-05,0.001503194287861706
ebony fuck,3.499415540082717,83,28,0.00015507178141978492,0.029829832074075736,5.231337204522865e-05,0.0017537266691719905
armani black,3.497734431543302,92,31,0.00017188679386289412,0.029829832074075736,5.7918376192931715e-05,0.0019416259551547038
ebony erotic,3.4919854573675075,146,49,0.00027277686852154935,0.029829832074075736,9.154840107915013e-05,0.0030690216710509833
africa africa,3.4907508220416053,167,56,0.00031201189755547087,0.029829832074075736,0.0001046267440904573,0.003507453338343981
chubby ebony,3.4872356588643085,565,189,0.0010556091144840781,0.029829832074075736,0.00035311526130529336,0.011837655016910935
ebony feet,3.482137800490223,726,242,0.0013564110037441429,0.029829832074075736,0.0004521370012480476,0.015157209069272204
blacked big,3.482137775608176,411,137,0.0007678855682353205,0.029829832074075736,0.00025596185607844015,0.00858073405987724
atlanta,3.482137594877642,99,33,0.00018496513687420128,0.029829832074075736,6.165504562473376e-05,0.002066892145809846
blackbullchallenge,3.4821375874377143,96,32,0.0001793601327264982,0.029829832074075736,5.978671090883274e-05,0.002004259050482275
massive black,3.4821375055985064,72,24,0.00013452009954487365,0.029829832074075736,4.484003318162455e-05,0.001503194287861706
pussy downforbbc,3.4821375055985064,72,24,0.00013452009954487365,0.029829832074075736,4.484003318162455e-05,0.001503194287861706
wife bbc,3.4784432891322656,391,130,0.0007305188739173001,0.029829832074075736,0.000242883513067133,0.008142302392584242
jenna foxx,3.4766833139541236,265,88,0.0004951086997137712,0.029829832074075736,0.00016441345499929003,0.005511712388826256
bbw ebony,3.474275672506606,552,183,0.0010313207631773647,0.029829832074075736,0.0003419052530098872,0.011461856444945509
sheisnovember,3.4737255474877173,516,171,0.0009640607134049279,0.029829832074075736,0.00031948523641907496,0.010710259301014656
interracialpass licking,3.4688409023224316,218,72,0.00040729696806642306,0.029829832074075736,0.00013452009954487365,0.004509582863585118
ebony german,3.466707541909319,94,31,0.00017562346329469617,0.029829832074075736,5.7918376192931715e-05,0.0019416259551547038
black dick,3.4660361499535437,2703,891,0.0050501087370804654,0.029829832074075736,0.0016646862318678115,0.05580608793686584
black ebony,3.4641038808821794,805,265,0.0015040094463003237,0.029829832074075736,0.0004951086997137712,0.01659777026180634
asian black,3.4628371987954463,301,99,0.000562368749486208,0.029829832074075736,0.00018496513687420128,0.0062006764374295375
mouth ebony,3.4601114077664974,198,65,0.00036993027374840256,0.029829832074075736,0.0001214417565335665,0.004071151196292121
ebony fetish,3.4595745143847614,2191,719,0.004093521362539141,0.029829832074075736,0.0013433326607328357,0.04503319554052361
downforbbc,3.455519045138065,547,179,0.0010219790895978596,0.029829832074075736,0.00033443191414628314,0.011211324063635226
slut white,3.4441696774586896,77,25,0.0001438617731243788,0.029829832074075736,4.6708367897525575e-05,0.0015658273831892773
light skin,3.4434052827934067,151,49,0.0002821185421010545,0.029829832074075736,9.154840107915013e-05,0.0030690216710509833
ebony teen,3.441217554977596,1037,336,0.001937463100389361,0.029829832074075736,0.0006277604645427438,0.021044720030063885
pov video,3.4409148392070565,71,23,0.00013265176482897263,0.029829832074075736,4.297169846572353e-05,0.001440561192534135
hair blowjob,3.4380294434265224,631,204,0.0011789192057335455,0.029829832074075736,0.0003811402820438087,0.012777151446824501
bbc riding,3.4348317392661194,62,20,0.00011583675238586343,0.029829832074075736,3.7366694318020464e-05,0.0012526619065514218
ebony lesbian,3.4276900199446,810,260,0.0015133511198798287,0.029829832074075736,0.000485767026134266,0.016284604785168483
dick white,3.426642498865079,106,34,0.00019804347988550846,0.029829832074075736,6.352338034063478e-05,0.002129525241137417
riding bbc,3.4180074105197162,276,88,0.0005156603815886823,0.029829832074075736,0.00016441345499929003,0.005511712388826256
romy indy,3.418007155471938,69,22,0.00012891509539717059,0.029829832074075736,4.110336374982251e-05,0.001377928097206564
black men,3.4150232816516497,66,21,0.00012331009124946752,0.029829832074075736,3.9235029033921486e-05,0.0013152950018789928
ebony slut,3.4123674539863353,233,74,0.0004353219888049384,0.029829832074075736,0.0001382567689766757,0.004634849054240261
black blonde,3.4117484119930634,252,80,0.0004708203484070578,0.029829832074075736,0.00014946677727208186,0.005010647626205687
matt bishop,3.411748132780379,63,20,0.00011770508710176445,0.029829832074075736,3.7366694318020464e-05,0.0012526619065514218
big black,3.4094989245094185,9531,3021,0.01780709817725265,0.029829832074075736,0.005644239176736991,0.18921458098459226
ebony anal,3.401836167544286,628,198,0.0011733142015858426,0.029829832074075736,0.00036993027374840256,0.012401352874859075
blackzilla,3.4008374098206224,73,23,0.00013638843426077467,0.029829832074075736,4.297169846572353e-05,0.001440561192534135
ebony facesitting,3.3984797939019113,213,67,0.00039795529448691794,0.029829832074075736,0.00012517842596536854,0.004196417386947263
latex girl,3.39724860066461,70,22,0.0001307834301130716,0.029829832074075736,4.110336374982251e-05,0.001377928097206564
ebony bbc,3.3890282194990773,112,35,0.0002092534881809146,0.029829832074075736,6.53917150565358e-05,0.0021921583364649883
luna corazon,3.3890281846549457,96,30,0.0001793601327264982,0.029829832074075736,5.605004147703069e-05,0.0018789928598271326
amateur ebony,3.387563013617068,3940,1230,0.007361238780650031,0.029829832074075736,0.0022980517005582583,0.07703870725291244
ebony,3.3868518441062623,28523,8900,0.05329051110164488,0.029829832074075736,0.016628178971519105,0.5574345484153826
couple bbc,3.384840461976715,138,43,0.00025783019079434117,0.029829832074075736,8.0338392783744e-05,0.002693223099085557
tits blacked,3.3842901258338007,61,19,0.00011396841766996241,0.029829832074075736,3.549835960211944e-05,0.0011900288112238508
nigerian,3.377800991776646,129,40,0.00024101517835123197,0.029829832074075736,7.473338863604093e-05,0.0025053238131028436
petite ebony,3.3687558976056926,172,53,0.000321353571134976,0.029829832074075736,9.902173994275423e-05,0.003319554052361268
ebony indian,3.368480933079928,198,61,0.00036993027374840256,0.029829832074075736,0.00011396841766996241,0.0038206188149818364
hotwife bbc,3.3666603586491783,91,28,0.0001700184591469931,0.029829832074075736,5.231337204522865e-05,0.0017537266691719905
ebony ebony,3.3655169767651234,5679,1746,0.010610272851601911,0.029829832074075736,0.0032621124139631864,0.10935738444193913
black4k,3.3629484434278845,681,209,0.0012723359415285967,0.029829832074075736,0.0003904819556233138,0.013090316923462358
creampie ebony,3.3625794285673622,2301,706,0.004299038181288254,0.029829832074075736,0.0013190443094261222,0.044218965301265185
busty black,3.361843287660919,75,23,0.00014012510369257672,0.029829832074075736,4.297169846572353e-05,0.001440561192534135
bbc slut,3.358331554491891,304,93,0.0005679737536339111,0.029829832074075736,0.00017375512857879515,0.005824877865464111
lesbian ebony,3.3566066264395804,72,22,0.00013452009954487365,0.029829832074075736,4.110336374982251e-05,0.001377928097206564
ebony sex,3.350892961284791,69,21,0.00012891509539717059,0.029829832074075736,3.9235029033921486e-05,0.0013152950018789928
interracial fuck,3.3501724111111835,286,87,0.0005343437287476926,0.029829832074075736,0.000162545120283389,0.0054490792934986845
sucking black,3.347208044453343,112,34,0.0002092534881809146,0.029829832074075736,6.352338034063478e-05,0.002129525241137417
