Term,PMI,DF,DF_in_group,P(term),P(group),"P(term,group)",P(term|group)
curvy doggy,0.7940817762966323,174,9,0.000325090240566778,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
female moaning,0.7940817762966323,174,9,0.000325090240566778,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
strapon verified,0.7940817762966323,174,9,0.000325090240566778,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
canela,0.7940817448098967,116,6,0.00021672682704451868,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
cum 2,0.7940817448098967,116,6,0.00021672682704451868,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
dick fucking,0.7940817448098967,116,6,0.00021672682704451868,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
dick milf,0.7940817448098967,116,6,0.00021672682704451868,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
masturbation rubbing,0.7940817448098967,116,6,0.00021672682704451868,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
mate,0.7940817448098967,116,6,0.00021672682704451868,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
mother sex,0.7940817448098967,116,6,0.00021672682704451868,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
pussy rub,0.7940817448098967,116,6,0.00021672682704451868,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
way amateur,0.7940817448098967,116,6,0.00021672682704451868,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
facial fake,0.7928386441390757,387,20,0.000723045535053696,0.029829832074075736,3.7366694318020464e-05,0.0012526619065514218
older woman,0.7921697038394643,755,39,0.0014105927105052725,0.029829832074075736,7.28650539201399e-05,0.0024426907177752723
lesbian squirt,0.7914658613612201,368,19,0.0006875471754515765,0.029829832074075736,3.549835960211944e-05,0.0011900288112238508
dildo amateur,0.7909759219945403,1705,88,0.0031855106906112443,0.029829832074075736,0.00016441345499929003,0.005511712388826256
night sex,0.7909758579170575,155,8,0.0002895918809646586,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
girl fetish,0.7897623653454734,446,23,0.0008332772832918563,0.029829832074075736,4.297169846572353e-05,0.001440561192534135
cheats husband,0.789115563890355,485,25,0.0009061423372119963,0.029829832074075736,4.6708367897525575e-05,0.0015658273831892773
fuck skinny,0.7891155488994184,291,15,0.0005436854023271977,0.029829832074075736,2.8025020738515347e-05,0.0009394964299135663
blowjob daddy,0.7891155301607484,194,10,0.00036245693488479847,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
arab creampie,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
beach voyeur,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
bubbly,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
cock makes,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
cuban bbw,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
fantasy role,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
fucking doggystyle,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
montreal,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
rough tits,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
strap fuck,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
tongue fucking,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
vagina public,0.7891154739447435,97,5,0.00018122846744239923,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
goth,0.7889697730904581,1979,102,0.0036974344027681247,0.029829832074075736,0.00019057014102190435,0.006388575723412251
darling,0.7882409276603766,330,17,0.0006165504562473377,0.029829832074075736,3.176169017031739e-05,0.0010647626205687085
blowjob dick,0.7878766429921711,233,12,0.0004353219888049384,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
sextoys,0.7878766429921711,233,12,0.0004353219888049384,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
tits pantyhose,0.7874004526178925,505,26,0.0009435090315300167,0.029829832074075736,4.85767026134266e-05,0.0016284604785168483
dick riding,0.7873520447809532,1146,59,0.0021411115844225726,0.029829832074075736,0.00011023174823816036,0.0036953526243266943
feels,0.7869923944767242,544,28,0.0010163740854501565,0.029829832074075736,5.231337204522865e-05,0.0017537266691719905
ill,0.7869923878077021,408,21,0.0007622805640876174,0.029829832074075736,3.9235029033921486e-05,0.0013152950018789928
cam big,0.786992334455528,136,7,0.00025409352136253913,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
follow,0.786992334455528,136,7,0.00025409352136253913,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
roomate,0.786992334455528,136,7,0.00025409352136253913,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
time lesbian,0.786992334455528,136,7,0.00025409352136253913,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
pussy doggystyle,0.786592155606347,1030,53,0.0019243847573780538,0.029829832074075736,9.902173994275423e-05,0.003319554052361268
curvy amateur,0.7863295285718085,311,16,0.0005810520966452182,0.029829832074075736,2.989335545441637e-05,0.0010021295252411375
female toys,0.7858141922248314,350,18,0.0006539171505653581,0.029829832074075736,3.363002488621841e-05,0.0011273957158962795
lesbian toys,0.7858141922248314,350,18,0.0006539171505653581,0.029829832074075736,3.363002488621841e-05,0.0011273957158962795
best cock,0.7858141611631546,175,9,0.00032695857528267905,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
fuck mature,0.7858141611631546,175,9,0.00032695857528267905,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
tongue amateur,0.7858141611631546,175,9,0.00032695857528267905,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
blowjob braces,0.7850649151473144,214,11,0.00039982362920281897,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
masturbation tight,0.7850649151473144,214,11,0.00039982362920281897,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
pounding big,0.7850649151473144,214,11,0.00039982362920281897,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
19,0.7846369846281319,1226,63,0.0022905783616946544,0.029829832074075736,0.00011770508710176445,0.003945885005636978
amateurs big,0.7844381359466774,19463,1000,0.036363398575581615,0.029829832074075736,0.001868334715901023,0.0626330953275711
step sisters,0.784407388467077,798,41,0.0014909311032890165,0.029829832074075736,7.660172335194195e-05,0.002567956908430415
ass stepmom,0.7841663332323294,292,15,0.0005455537370430987,0.029829832074075736,2.8025020738515347e-05,0.0009394964299135663
tight wet,0.7816980934559177,507,26,0.0009472457009618187,0.029829832074075736,4.85767026134266e-05,0.0016284604785168483
creamy cum,0.7816980751487527,273,14,0.0005100553774409793,0.029829832074075736,2.6156686022614324e-05,0.0008768633345859953
view solo,0.7816980592825437,195,10,0.0003643252696006995,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
bring,0.7816980453996109,156,8,0.0002914602156805596,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
castingcouch,0.7816980453996109,156,8,0.0002914602156805596,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
fetish 1825,0.7816980453996109,156,8,0.0002914602156805596,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
karupsolderwomen,0.7816980453996109,156,8,0.0002914602156805596,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
throat extreme,0.7816980453996109,156,8,0.0002914602156805596,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
curvaceous,0.7816980222613912,117,6,0.0002185951617604197,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
long schlong,0.7816980222613912,117,6,0.0002185951617604197,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
makes pussy,0.7816980222613912,117,6,0.0002185951617604197,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
mamadas ricas,0.7816980222613912,117,6,0.0002185951617604197,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
savana,0.7816980222613912,117,6,0.0002185951617604197,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
screen,0.7816980222613912,117,6,0.0002185951617604197,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
sex new,0.7816980222613912,117,6,0.0002185951617604197,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
talk girl,0.7816980222613912,117,6,0.0002185951617604197,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
barely eighteen,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
boobs clit,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
dildo french,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
feet pussy,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
flash public,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
guy girl,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
mandingo,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
masturbation parody,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
playing tight,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
sex inked,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
wrestling winner,0.7816979759849563,78,4,0.0001457301078402798,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
strapon,0.7803486645215244,5348,274,0.00999185406063867,0.029829832074075736,0.0005119237121568803,0.01716146811975448
friends,0.7793768002317748,4043,207,0.007553677256387836,0.029829832074075736,0.00038674528619151176,0.012965050732807215
fantasy young,0.7792340379926639,293,15,0.0005474220717589998,0.029829832074075736,2.8025020738515347e-05,0.0009394964299135663
squirt masturbation,0.7788553225297475,254,13,0.00047455701783885986,0.029829832074075736,2.42883513067133e-05,0.0008142302392584242
web series,0.7788553225297475,254,13,0.00047455701783885986,0.029829832074075736,2.42883513067133e-05,0.0008142302392584242
layla,0.777593685840094,352,18,0.0006576538199971601,0.029829832074075736,3.363002488621841e-05,0.0011273957158962795
butt busty,0.7775936551986484,176,9,0.00032882690999858007,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
creampie huge,0.7775936551986484,176,9,0.00032882690999858007,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
watching cuckolding,0.7775936551986484,176,9,0.00032882690999858007,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
booty shake,0.776423094134684,137,7,0.00025596185607844015,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
morning amateur,0.776423094134684,137,7,0.00025596185607844015,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
mydirtyhobby natural,0.776423094134684,137,7,0.00025596185607844015,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
straight verified,0.776423094134684,137,7,0.00025596185607844015,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
mgvideos porhub,0.7751074355226024,1097,56,0.0020495631833434224,0.029829832074075736,0.0001046267440904573,0.003507453338343981
fair,0.7743185687759828,686,35,0.0012816776151081018,0.029829832074075736,6.53917150565358e-05,0.0021921583364649883
coworker,0.7743185478790539,294,15,0.0005492904064749007,0.029829832074075736,2.8025020738515347e-05,0.0009394964299135663
tattoo milf,0.7743185295942419,196,10,0.0003661936043166005,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
4k porn,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
best squirt,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
blonde blowbang,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
compilation hard,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
cuckold double,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
farting girl,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
fetish farting,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
kissing girls,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
lesbian mom,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
mr pussy,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
orgasm mature,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
outdoor verified,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
ropes,0.7743184747398105,98,5,0.00018309680215830026,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
pale,0.7733987847495083,1569,80,0.0029314171692487053,0.029829832074075736,0.00014946677727208186,0.005010647626205687
dildo dildo,0.7729172205853676,1236,63,0.0023092617088536645,0.029829832074075736,0.00011770508710176445,0.003945885005636978
humping,0.7724795762401813,1256,64,0.002346628403171685,0.029829832074075736,0.00011957342181766547,0.00400851810096455
mouth fucked,0.7724795164271586,157,8,0.00029332855039646065,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
amateur hotwife,0.7719959981059314,373,19,0.0006968888490310817,0.029829832074075736,3.549835960211944e-05,0.0011900288112238508
machines,0.7716444005050277,216,11,0.000403560298634621,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
ass bouncing,0.7706428990460936,393,20,0.0007342555433491021,0.029829832074075736,3.7366694318020464e-05,0.0012526619065514218
fuck beautiful,0.7694197245839139,177,9,0.0003306952447144811,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
pussy 69,0.7694197245839139,177,9,0.0003306952447144811,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
vnalive,0.7694197245839139,177,9,0.0003306952447144811,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
babe huge,0.7694196943579538,118,6,0.00022046349647632073,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
mastubration,0.7694196943579538,118,6,0.00022046349647632073,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
webcam ass,0.7694196943579538,118,6,0.00022046349647632073,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
licking pussy,0.7671469248449114,2541,129,0.0047474385131044995,0.029829832074075736,0.00024101517835123197,0.00807966929725667
bondage orgasm,0.7669765549234933,197,10,0.00036806193903250154,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
masterbation,0.7663664385047625,473,24,0.0008837223206211839,0.029829832074075736,4.484003318162455e-05,0.001503194287861706
going,0.7661079923948222,1163,59,0.0021728732745928897,0.029829832074075736,0.00011023174823816036,0.0036953526243266943
missionary pounding,0.7659307860776752,828,42,0.001546981144766047,0.029829832074075736,7.847005806784297e-05,0.0026305900037579856
teenager young,0.7659307860776752,828,42,0.001546981144766047,0.029829832074075736,7.847005806784297e-05,0.0026305900037579856
johnson,0.7659307731993893,414,21,0.0007734905723830235,0.029829832074075736,3.9235029033921486e-05,0.0013152950018789928
nut sucking,0.7659307603211035,276,14,0.0005156603815886823,0.029829832074075736,2.6156686022614324e-05,0.0008768633345859953
party big,0.7659307603211035,276,14,0.0005156603815886823,0.029829832074075736,2.6156686022614324e-05,0.0008768633345859953
cartoon cum,0.7659307216862492,138,7,0.00025783019079434117,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
hooks,0.7659307216862492,138,7,0.00025783019079434117,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
latina perfect,0.7659307216862492,138,7,0.00025783019079434117,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
reach,0.7659307216862492,138,7,0.00025783019079434117,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
boyfriends,0.7656627507142791,769,39,0.0014367493965278867,0.029829832074075736,7.28650539201399e-05,0.0024426907177752723
average,0.7649806707762921,217,11,0.00040542863335052203,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
scissor,0.7649806707762921,217,11,0.00040542863335052203,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
tits celebrity,0.7645375276813906,296,15,0.0005530270759067028,0.029829832074075736,2.8025020738515347e-05,0.0009394964299135663
leaves,0.7633195518423255,316,16,0.0005903937702247233,0.029829832074075736,2.989335545441637e-05,0.0010021295252411375
squirting amateur,0.7633195518423255,316,16,0.0005903937702247233,0.029829832074075736,2.989335545441637e-05,0.0010021295252411375
cums 1825,0.7633195406232934,237,12,0.0004427953276685425,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
girl skinny,0.7633195181852305,158,8,0.00029519688511236167,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
hanging,0.7633195181852305,158,8,0.00029519688511236167,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
smashing,0.7633195181852305,158,8,0.00029519688511236167,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
stepsiblingscaught stepbrother,0.7633195181852305,158,8,0.00029519688511236167,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
adams amateur,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
butt slut,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
fetish latin,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
fingering hard,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
fuck facesitting,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
fucked real,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
gape bbc,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
girls sexy,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
goth goth,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
milf pink,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
milf skinny,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
nicely,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
pussy stepsister,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
rob,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
saggy boobs,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
slow romantic,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
throat pussy,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
tits breeding,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
torso,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
trap,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
video girls,0.7633194508710492,79,4,0.00014759844255618083,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
amateur bald,0.7622457205282026,336,17,0.0006277604645427438,0.029829832074075736,3.176169017031739e-05,0.0010647626205687085
orgasm squirting,0.7619674763572742,2135,108,0.003988894618448684,0.029829832074075736,0.0002017801493173105,0.006764374295377677
dominate,0.7619154612976969,257,13,0.0004801620219865629,0.029829832074075736,2.42883513067133e-05,0.0008142302392584242
face ass,0.7612918743372908,356,18,0.0006651271588607642,0.029829832074075736,3.363002488621841e-05,0.0011273957158962795
cuckold doggy,0.7612918445221427,178,9,0.0003325635794303821,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
girl gym,0.7612918445221427,178,9,0.0003325635794303821,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
deepthroat swallow,0.7604389672372562,376,19,0.0007024938531787847,0.029829832074075736,3.549835960211944e-05,0.0011900288112238508
lexsteelexxx lexington,0.7596717549639078,198,10,0.00036993027374840256,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
mini dress,0.7596717549639078,198,10,0.00036993027374840256,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
amateurs alien,0.7596717014435435,99,5,0.00018496513687420128,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
amateurs water,0.7596717014435435,99,5,0.00018496513687420128,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
convinced,0.7596717014435435,99,5,0.00018496513687420128,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
fuck new,0.7596717014435435,99,5,0.00018496513687420128,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
gets dpd,0.7596717014435435,99,5,0.00018496513687420128,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
hubby amateur,0.7596717014435435,99,5,0.00018496513687420128,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
sex oiled,0.7596717014435435,99,5,0.00018496513687420128,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
doggystyle hard,0.7589780128582339,416,21,0.0007772272418148256,0.029829832074075736,3.9235029033921486e-05,0.0013152950018789928
tit milf,0.7585927347653284,535,27,0.0009995590730070474,0.029829832074075736,5.0445037329327626e-05,0.0016910935738444193
chubby fake,0.7583475789910532,218,11,0.00040729696806642306,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
horny milf,0.757851366190472,1586,80,0.002963178859419023,0.029829832074075736,0.00014946677727208186,0.005010647626205687
met,0.7572450488811373,476,24,0.000889327324768887,0.029829832074075736,4.484003318162455e-05,0.001503194287861706
ass 18,0.7572450414782701,357,18,0.0006669954935766652,0.029829832074075736,3.363002488621841e-05,0.0011273957158962795
pussy deep,0.7572450414782701,357,18,0.0006669954935766652,0.029829832074075736,3.363002488621841e-05,0.0011273957158962795
happens,0.7572449822553383,119,6,0.00022233183119222175,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
maids,0.7572449822553383,119,6,0.00022233183119222175,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
mec,0.7572449822553383,119,6,0.00022233183119222175,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
self pleasure,0.7572449822553383,119,6,0.00022233183119222175,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
stretching big,0.7572449822553383,119,6,0.00022233183119222175,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
wife best,0.7572449822553383,119,6,0.00022233183119222175,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
deepthroats,0.7564875353819572,635,32,0.0011863925445971496,0.029829832074075736,5.978671090883274e-05,0.002004259050482275
deepthroat amateur,0.7558194673499258,675,34,0.0012611259332331907,0.029829832074075736,6.352338034063478e-05,0.002129525241137417
double vaginal,0.7555141450505186,278,14,0.0005193970510204844,0.029829832074075736,2.6156686022614324e-05,0.0008768633345859953
drills,0.7555141450505186,278,14,0.0005193970510204844,0.029829832074075736,2.6156686022614324e-05,0.0008768633345859953
ass fucks,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
cheat cheating,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
church,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
cuckhold,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
deep fucking,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
man fucks,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
masturbation lingerie,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
pussy juicy,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
reese,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
skirt verified,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
teen caught,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
teen czech,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
tight hole,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
veiny cock,0.7555141070904177,139,7,0.0002596985255102422,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
roommate,0.7554013653306209,1827,92,0.0034134475259511693,0.029829832074075736,0.00017188679386289412,0.00576224477013654
milf small,0.7546119116047543,457,23,0.0008538289651667675,0.029829832074075736,4.297169846572353e-05,0.001440561192534135
maya,0.754510086254484,616,31,0.0011508941849950303,0.029829832074075736,5.7918376192931715e-05,0.0019416259551547038
jungle,0.7542173121083989,159,8,0.0002970652198282627,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
massage rough,0.7542173121083989,159,8,0.0002970652198282627,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
sweet girl,0.7542173121083989,159,8,0.0002970652198282627,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
view skinny,0.7532094990367327,179,9,0.00033443191414628314,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
thicc,0.7529917289467283,736,37,0.001375094350903153,0.029829832074075736,6.912838448833785e-05,0.0023174245271201303
camsex,0.7524037903991078,597,30,0.0011153958253929108,0.029829832074075736,5.605004147703069e-05,0.0018789928598271326
cunnilingus hd,0.7524037815885426,398,20,0.0007435972169286072,0.029829832074075736,3.7366694318020464e-05,0.0012526619065514218
fitness models,0.7524037551568465,199,10,0.0003717986084643036,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
models fuck,0.7524037551568465,199,10,0.0003717986084643036,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
female domination,0.7520953364925729,1871,94,0.003495654253450814,0.029829832074075736,0.00017562346329469617,0.005887510960791683
cute small,0.7517448687108333,438,22,0.0008183306055646482,0.029829832074075736,4.110336374982251e-05,0.001377928097206564
lesbian girl,0.7517448447090176,219,11,0.0004091653027823241,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
sexy step,0.7517448447090176,219,11,0.0004091653027823241,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
