Group,AdjustedRate,Gap_vs_Priv,threshold
Black Women,0.1553398058252427,-0.05303697554423939,0.535
Latina Women,0.1869225302061123,-0.021454251163369797,0.535
Other,0.19003122018905558,-0.018345561180426517,0.535
White Women,0.2083767813694821,0.0,0.535
Asian Women,0.16551497203027313,-0.0407763036040682,0.54
Black Women,0.15189476980895708,-0.054396505825384245,0.54
Latina Women,0.18265813788201848,-0.02363313775232284,0.54
Other,0.18632382273870438,-0.01996745289563695,0.54
White Women,0.20629127563434133,0.0,0.54
Asian Women,0.1595919710431063,-0.04235450097635843,0.545
Black Women,0.14531788286877545,-0.056628589150689274,0.545
Latina Women,0.17555081734186212,-0.026395654677602604,0.545
Other,0.18016650767496314,-0.02177996434450158,0.545
White Women,0.20194647201946472,0.0,0.545
Asian Women,0.15432708127673578,-0.045533885007588176,0.55
Black Women,0.14249921703726903,-0.05736174924705492,0.55
Latina Women,0.1695095948827292,-0.030351371401594746,0.55
Other,0.17658919434567688,-0.023271771938647073,0.55
White Women,0.19986096628432395,0.0,0.55
Asian Women,0.14972030273116158,-0.047012404950451225,0.555
Black Women,0.1368618853742562,-0.0598708223073566,0.555
Latina Women,0.1613361762615494,-0.03539653142006341,0.555
Other,0.17127742606885787,-0.025455281612754926,0.555
White Women,0.1967327076816128,0.0,0.555
Asian Women,0.14511352418558737,-0.04901230132709947,0.56
Black Women,0.13279047917319137,-0.06133534633949547,0.56
Latina Women,0.15671641791044777,-0.03740940760223907,0.56
Other,0.16739658312375336,-0.026729242388933483,0.56
White Women,0.19412582551268684,0.0,0.56
Asian Women,0.13886146758802237,-0.05039817787600265,0.565
Black Women,0.1237081114938929,-0.06555153397013212,0.565
Latina Women,0.14925373134328357,-0.04000591412074145,0.565
Other,0.16169456248373948,-0.027565082980285538,0.565
White Women,0.18925964546402502,0.0,0.565
Asian Women,0.13293846660085554,-0.05128120666991262,0.57
Black Women,0.11807077983088005,-0.06614889343988811,0.57
Latina Women,0.14001421464108033,-0.04420545862968783,0.57
Other,0.15655623970167376,-0.027663433569094398,0.57
White Women,0.18421967327076816,0.0,0.57
Asian Women,0.12997696610727213,-0.05163582499457006,0.575
Black Women,0.11587848418415284,-0.06573430691768936,0.575
Latina Women,0.13574982231698648,-0.04586296878485571,0.575
Other,0.1530222877460758,-0.028590503355766406,0.575
White Women,0.1816127911018422,0.0,0.575
Asian Women,0.1270154656136887,-0.052164235463822595,0.58
Black Women,0.11337300344503602,-0.06580669763247528,0.58
Latina Women,0.13148542999289267,-0.04769427108461863,0.58
Other,0.1494666551036337,-0.02971304597387761,0.58
White Women,0.1791797010775113,0.0,0.58
Asian Women,0.12076340901612373,-0.053550112012725776,0.585
Black Women,0.10742248668963357,-0.06689103433921594,0.585
Latina Women,0.1261549395877754,-0.0481585814410741,0.585
Other,0.14436085335183418,-0.02995266767701532,0.585
White Women,0.1743135210288495,0.0,0.585
Asian Women,0.11780190852254031,-0.0535571460481931,0.59
Black Women,0.10460382085812715,-0.06675523371260626,0.59
Latina Women,0.12117981520966596,-0.050179239361067454,0.59
Other,0.1408485820830804,-0.030510472487653012,0.59
White Women,0.17135905457073342,0.0,0.59
Asian Women,0.1125370187561698,-0.055519985067257374,0.595
Black Women,0.10084559974945193,-0.06721140407397524,0.595
Latina Women,0.11513859275053305,-0.05291841107289412,0.595
Other,0.1360571502905212,-0.031999853532905964,0.595
White Women,0.16805700382342717,0.0,0.595
Asian Women,0.1102336294833827,-0.05452132359273826,0.6
Black Women,0.0967741935483871,-0.06798075952773386,0.6
Latina Women,0.11122956645344705,-0.05352538662267391,0.6
Other,0.132761685890209,-0.031993267185911944,0.6
White Women,0.16475495307612095,0.0,0.6
Asian Women,0.1079302402105956,-0.05317507782902901,0.605
Black Women,0.09332915753210147,-0.06777616050752314,0.605
Latina Women,0.10803127221037669,-0.05307404582924792,0.605
Other,0.1276558841384095,-0.0334494339012151,0.605
White Women,0.1611053180396246,0.0,0.605
Asian Women,0.10431062849621586,-0.05418780737448278,0.61
Black Women,0.09019730660820545,-0.0683011292624932,0.61
Latina Women,0.10554371002132196,-0.05295472584937669,0.61
Other,0.12415445321307779,-0.034343982657620856,0.61
White Women,0.15849843587069865,0.0,0.61
Asian Women,0.10069101678183613,-0.05415778405236617,0.615
Black Women,0.08455997494519261,-0.07028882588900968,0.615
Latina Women,0.10021321961620469,-0.05463558121799761,0.615
Other,0.11918957592576533,-0.03565922490843697,0.615
White Women,0.1548488008342023,0.0,0.615
Asian Women,0.09641329384666009,-0.05548104052942612,0.62
Black Women,0.08142812402129658,-0.07046621035478963,0.62
Latina Women,0.09808102345415778,-0.053813310921928426,0.62
Other,0.11565562397016738,-0.036238710405918834,0.62
White Women,0.1518943343760862,0.0,0.62
Asian Women,0.09345179335307667,-0.05253360810677733,0.625
Black Women,0.07829627309740056,-0.06768912836245344,0.625
Latina Women,0.09203980099502487,-0.05394560046482913,0.625
Other,0.11062570462232243,-0.03535969683753157,0.625
White Women,0.145985401459854,0.0,0.625
Asian Women,0.09049029285949325,-0.05288822643143479,0.63
Black Women,0.07516442217350454,-0.0682140971174235,0.63
Latina Women,0.08777540867093106,-0.05560311061999698,0.63
Other,0.10741696296938687,-0.035961556321541174,0.63
White Women,0.14337851929092804,0.0,0.63
Asian Women,0.08456729187232642,-0.05411883951453489,0.635
Black Women,0.07015346069527091,-0.0685326706915904,0.635
Latina Women,0.0806680881307747,-0.058018043256086616,0.635
Other,0.10248460671234065,-0.03620152467452066,0.635
White Women,0.1386861313868613,0.0,0.635
Asian Women,0.08193484698914116,-0.05431819437338925,0.64
Black Women,0.06764797995615408,-0.06860506140637633,0.64
Latina Women,0.07746979388770434,-0.05878324747482608,0.64
Other,0.09940594918047004,-0.03684709218206038,0.64
White Women,0.1362530413625304,0.0,0.64
Asian Women,0.0769990128331688,-0.054387848480699816,0.645
Black Women,0.06295020357031006,-0.06843665774355856,0.645
Latina Women,0.0749822316986496,-0.05640462961521901,0.645
Other,0.09532998005376811,-0.03605688126010051,0.645
White Women,0.13138686131386862,0.0,0.645
Asian Women,0.07436656794998354,-0.05476099548414924,0.65
Black Women,0.060131537738803635,-0.06899602569532914,0.65
Latina Women,0.07356076759061833,-0.055566795843514455,0.65
Other,0.09263073454167028,-0.0364968288924625,0.65
White Women,0.12912756343413279,0.0,0.65
Asian Women,0.07107601184600197,-0.05492329298541966,0.655
Black Women,0.05887879736924522,-0.0671205074621764,0.655
Latina Women,0.0689410092395167,-0.05705829559190494,0.655
Other,0.0882620761425722,-0.037737228688849433,0.655
White Women,0.12599930483142163,0.0,0.655
Asian Women,0.06844356696281671,-0.05512264784427401,0.66
Black Women,0.05825242718446602,-0.0653137876226247,0.66
Latina Women,0.06751954513148543,-0.05604666967560529,0.66
Other,0.08553030960020813,-0.03803590520688259,0.66
White Women,0.12356621480709072,0.0,0.66
Asian Women,0.06581112207963145,-0.05341028911258265,0.665
Black Women,0.0557469464453492,-0.06347446474686491,0.665
Latina Women,0.06361051883439943,-0.055610892357814676,0.665
Other,0.08110744948399966,-0.03811396170821445,0.665
White Women,0.1192214111922141,0.0,0.665
Asian Women,0.06284962158604804,-0.05446007601562036,0.67
Black Women,0.05324146570623239,-0.064068231895436,0.67
Latina Women,0.05970149253731343,-0.05760820506435497,0.67
Other,0.07829980053768103,-0.03900989706398737,0.67
White Women,0.1173096976016684,0.0,0.67
Asian Women,0.05890095426127016,-0.05458531615930683,0.675
Black Women,0.04948324459755716,-0.06400302582301984,0.675
Latina Women,0.054371002132196165,-0.059115268288380825,0.675
Other,0.07426719278466742,-0.039219077635909566,0.675
White Women,0.11348627042057699,0.0,0.675
Asian Women,0.056597564988483055,-0.05549836827533342,0.68
Black Women,0.047604134043219545,-0.06449179922059693,0.68
Latina Women,0.051883439943141436,-0.06021249332067504,0.68
Other,0.07189315757523199,-0.04020277568858449,0.68
White Women,0.11209593326381648,0.0,0.68
Asian Women,0.05231984205330701,-0.055605079740227915,0.685
Black Women,0.04603820858127153,-0.0618867132122634,0.685
Latina Women,0.04797441364605544,-0.05995050814747949,0.685
Other,0.0680556760038158,-0.03986924578971912,0.685
White Women,0.10792492179353493,0.0,0.685
Asian Women,0.05001645278051991,-0.05338987325354335,0.69
Black Women,0.04321954274976511,-0.06018678328429815,0.69
Latina Women,0.04619758351101635,-0.05720874252304691,0.69
Other,0.06430491717977625,-0.039101408854287006,0.69
White Women,0.10340632603406326,0.0,0.69
Asian Women,0.048042119118130965,-0.05275732474700633,0.695
Black Women,0.0413404321954275,-0.0594590116697098,0.695
Latina Women,0.042643923240938165,-0.05815552062419913,0.695
Other,0.06190920128349666,-0.03889024258164064,0.695
White Women,0.1007994438651373,0.0,0.695
Asian Women,0.045409674234945706,-0.05087117387071991,0.7
Black Women,0.038834951456310676,-0.05744589664935494,0.7
Latina Women,0.03873489694385217,-0.05754595116181345,0.7
Other,0.05868961928713902,-0.0375912288185266,0.7
White Women,0.09628084810566562,0.0,0.7
Asian Women,0.04343534057255676,-0.0497172489303977,0.705
Black Women,0.03695584090197307,-0.056196748600981394,0.705
Latina Women,0.03624733475479744,-0.056905254748157025,0.705
Other,0.05667331541063221,-0.03647927409232225,0.705
White Women,0.09315258950295446,0.0,0.705
Asian Women,0.041790062520565975,-0.04927702124724772,0.71
Black Women,0.035703100532414656,-0.05536398323539904,0.71
Latina Women,0.03553660270078181,-0.05553048106703189,0.71
Other,0.05462449050385916,-0.036442593263954534,0.71
White Women,0.0910670837678137,0.0,0.71
Asian Women,0.03981572885817703,-0.048296888451520574,0.715
Black Women,0.03351080488568744,-0.05460181242401017,0.715
Latina Women,0.031627576403695803,-0.0564850409060018,0.715
Other,0.051231463012748245,-0.03688115429694936,0.715
White Women,0.0881126173096976,0.0,0.715
Asian Women,0.039486673247778874,-0.04654043832677796,0.72
Black Women,0.03131850923896023,-0.05470860233559661,0.72
Latina Women,0.029495380241648897,-0.05653173133290794,0.72
Other,0.04891162952042321,-0.037115482054133626,0.72
White Women,0.08602711157455684,0.0,0.72
Asian Women,0.03586706153339914,-0.04772696001682678,0.725
Black Women,0.0278734732226746,-0.05572054832755133,0.725
Latina Women,0.026652452025586353,-0.05694156952463957,0.725
Other,0.045865493018818836,-0.03772852853140709,0.725
White Women,0.08359402155022592,0.0,0.725
Asian Women,0.03290556103981573,-0.048429162630674365,0.73
Black Women,0.025367992483557783,-0.05596673118693231,0.73
Latina Women,0.023809523809523808,-0.05752519986096628,0.73
Other,0.04399011360679907,-0.037344610063691025,0.73
White Women,0.08133472367049009,0.0,0.73
Asian Women,0.030931227377426786,-0.046232484822781764,0.735
Black Women,0.02348888192922017,-0.053674830270988384,0.735
Latina Women,0.023098791755508174,-0.054064920444700376,0.735
Other,0.04149683461972075,-0.0356668775804878,0.735
White Women,0.07716371220020855,0.0,0.735
Asian Women,0.028956893715037842,-0.044035807014889156,0.74
Black Women,0.022862511744440966,-0.05013018898548603,0.74
Latina Women,0.02061122956645345,-0.05238147116347355,0.74
Other,0.03964313589454514,-0.03334956483538186,0.74
White Women,0.072992700729927,0.0,0.74
Asian Women,0.02665350444225074,-0.04355852197415523,0.745
Black Women,0.02192295646727216,-0.04828906994913382,0.745
Latina Women,0.018834399431414357,-0.05137762698499162,0.745
Other,0.03700893244297979,-0.03320309397342618,0.745
White Women,0.07021202641640598,0.0,0.745
Asian Women,0.02566633761105627,-0.04280776735939906,0.75
Black Women,0.021609771374882555,-0.04686433359557278,0.75
Latina Women,0.018834399431414357,-0.04963970553904098,0.75
Other,0.035632208828375686,-0.03284189614207965,0.75
White Women,0.06847410497045534,0.0,0.75
Asian Women,0.02435011516946364,-0.040474354764495346,0.755
Black Women,0.021296586282492952,-0.04352788365146604,0.755
Latina Women,0.017768301350390904,-0.047056168583568085,0.755
Other,0.033453299800537684,-0.031371170133421306,0.755
White Women,0.06482446993395899,0.0,0.755
Asian Women,0.022704837117472853,-0.04038171137053549,0.76
Black Women,0.01973066082054494,-0.04335588766746341,0.76
Latina Women,0.017412935323383085,-0.04567361316462526,0.76
Other,0.03183808863064782,-0.03124845985736053,0.76
White Women,0.06308654848800835,0.0,0.76
Asian Women,0.022046725896676538,-0.03860673256700091,0.765
Black Women,0.01973066082054494,-0.0409227976431325,0.765
Latina Women,0.017412935323383085,-0.04324052314029436,0.765
Other,0.02981094441071893,-0.030842514052958514,0.765
White Women,0.060653458463677444,0.0,0.765
Asian Women,0.02171767028627838,-0.03719786673144841,0.77
Black Women,0.01973066082054494,-0.039184876197181855,0.77
Latina Women,0.016346837242359632,-0.04256869977536716,0.77
Other,0.028314977018471944,-0.030600559999254852,0.77
White Women,0.058915537017726796,0.0,0.77
Asian Women,0.019743336623889437,-0.03691290251410152,0.775
Black Women,0.019417475728155338,-0.037238763409835625,0.775
Latina Women,0.014214641080312722,-0.04244159805767824,0.775
Other,0.02654800104067297,-0.030108238097317993,0.775
White Women,0.05665623913799096,0.0,0.775
Asian Women,0.019085225403093122,-0.036180676578137325,0.78
Black Women,0.018791105543376135,-0.03647479643785431,0.78
Latina Women,0.014214641080312722,-0.04105126090091773,0.78
Other,0.025539849102419566,-0.029726052878810885,0.78
White Women,0.05526590198123045,0.0,0.78
Asian Women,0.017769002961500493,-0.0343686404170188,0.785
Black Women,0.018477920450986535,-0.033659722927532755,0.785
Latina Women,0.012437810945273632,-0.03969983243324566,0.785
Other,0.02369699072066603,-0.02844065265785326,0.785
White Women,0.05213764337851929,0.0,0.785
Asian Women,0.017439947351102335,-0.034176319593631765,0.79
Black Women,0.017538365173817728,-0.034077901770916366,0.79
Latina Women,0.010660980810234541,-0.04095528613449956,0.79
Other,0.022699679125834708,-0.02891658781889939,0.79
White Women,0.0516162669447341,0.0,0.79
Asian Women,0.016123724909509706,-0.03288565986629843,0.795
Black Women,0.01659880989664892,-0.032410574879159215,0.795
Latina Women,0.008884150675195452,-0.04012523410061268,0.795
Other,0.021247073107276037,-0.0277623116685321,0.795
White Women,0.049009384775808136,0.0,0.795
Asian Women,0.014807502467917079,-0.03211637657275028,0.8
Black Women,0.015659254619480114,-0.03126462442118724,0.8
Latina Women,0.008528784648187633,-0.03839509439247973,0.8
Other,0.020314803572977193,-0.026609075467690167,0.8
White Women,0.04692387904066736,0.0,0.8
Asian Women,0.01349128002632445,-0.03047813255622682,0.805
Black Women,0.015032884434700909,-0.02893652814785036,0.805
Latina Women,0.007462686567164179,-0.03650672601538709,0.805
Other,0.019089844766282196,-0.024879567816269075,0.805
White Women,0.04396941258255127,0.0,0.805
Asian Women,0.01349128002632445,-0.028566418965681108,0.81
Black Women,0.014406514249921704,-0.027651184742083855,0.81
Latina Women,0.006041222459132907,-0.036016476532872654,0.81
Other,0.018255138322782066,-0.023802560669223493,0.81
White Women,0.04205769899200556,0.0,0.81
Asian Women,0.012504113195129977,-0.026425327194164426,0.815
Black Women,0.013780144065142498,-0.025149296324151908,0.815
Latina Women,0.005685856432125089,-0.033243583957169316,0.815
Other,0.017084381233197467,-0.021845059156096937,0.815
White Women,0.038929440389294405,0.0,0.815
Asian Women,0.011516946363935505,-0.025500780434813193,0.82
Black Women,0.012840588787973693,-0.024177138010775007,0.82
Latina Women,0.005330490405117271,-0.03168723639363143,0.82
Other,0.016032867921255745,-0.020984858877492955,0.82
White Women,0.0370177267987487,0.0,0.82
Asian Women,0.010529779532741033,-0.024750025820057017,0.825
Black Women,0.011901033510804886,-0.023378771841993166,0.825
Latina Women,0.004975124378109453,-0.0303046809746886,0.825
Other,0.015317405255398492,-0.01996240009739956,0.825
White Women,0.03527980535279805,0.0,0.825
Asian Women,0.009213557091148404,-0.022590405369748365,0.83
Black Women,0.01096147823363608,-0.02084248422726069,0.83
Latina Women,0.0042643923240938165,-0.027539570136802954,0.83
Other,0.014330934003989246,-0.017473028456907524,0.83
White Women,0.03180396246089677,0.0,0.83
Asian Women,0.008555445870352089,-0.02151059514459404,0.835
Black Women,0.010648293141246476,-0.01941774787369965,0.835
Latina Women,0.0035536602700781805,-0.026512380744867947,0.835
Other,0.013626311681554072,-0.016439729333392054,0.835
White Women,0.030066041014946126,0.0,0.835
Asian Women,0.008226390259953932,-0.02097069003201687,0.84
Black Women,0.010648293141246476,-0.018548787150724326,0.84
Latina Women,0.0024875621890547263,-0.026709518102916077,0.84
Other,0.013019252449917614,-0.01617782784205319,0.84
White Women,0.029197080291970802,0.0,0.84
Asian Women,0.007897334649555774,-0.019214239907274257,0.845
Black Women,0.009708737864077669,-0.017402836692752364,0.845
Latina Women,0.0024875621890547263,-0.024624012367775307,0.845
Other,0.012206226693261643,-0.01490534786356839,0.845
White Women,0.027111574556830033,0.0,0.845
Asian Women,0.007239223428759461,-0.018482013971310055,0.85
Black Women,0.009395552771688067,-0.01632568462838145,0.85
Latina Women,0.0024875621890547263,-0.02323367521101479,0.85
Other,0.011707570895845981,-0.014013666504223535,0.85
White Women,0.025721237400069517,0.0,0.85
Asian Women,0.006581112207963146,-0.018618748758321178,0.855
Black Women,0.009082367679298466,-0.01611749328698586,0.855
Latina Women,0.0021321961620469083,-0.023067664804237414,0.855
Other,0.011035469603677045,-0.01416439136260728,0.855
White Women,0.025199860966284324,0.0,0.855
Asian Women,0.005593945376768674,-0.018563162721945265,0.86
Black Women,0.009082367679298466,-0.015074740419415474,0.86
Latina Women,0.0021321961620469083,-0.02202491193666703,0.86
Other,0.010623536553638019,-0.013533571545075921,0.86
White Women,0.02415710809871394,0.0,0.86
Asian Women,0.0052648897663705166,-0.016285336163417458,0.865
Black Women,0.008769182586908864,-0.012781043342879111,0.865
Latina Women,0.0017768301350390902,-0.019773395794748884,0.865
Other,0.00977798976671581,-0.011772236163072165,0.865
White Women,0.021550225929787975,0.0,0.865
Asian Women,0.004606778545574202,-0.01572690237204832,0.87
Black Women,0.008142812402129659,-0.012190868515492864,0.87
Latina Women,0.0017768301350390902,-0.018556850782583432,0.87
Other,0.009322695342988466,-0.011010985574634057,0.87
White Women,0.020333680917622523,0.0,0.87
Asian Women,0.004606778545574202,-0.013641396636907548,0.875
Black Women,0.007829627309740057,-0.010418547872741693,0.875
Latina Women,0.0007107320540156361,-0.017537443128466113,0.875
Other,0.00865059405081953,-0.00959758113166222,0.875
White Women,0.01824817518248175,0.0,0.875
Asian Women,0.003948667324777887,-0.013256754990133478,0.88
Black Women,0.007516442217350454,-0.00968898009756091,0.88
Latina Women,0.0007107320540156361,-0.016494690260895728,0.88
Other,0.008271182031046743,-0.008934240283864622,0.88
White Women,0.017205422314911366,0.0,0.88
Asian Women,0.003948667324777887,-0.012214002122563093,0.885
Black Women,0.007516442217350454,-0.008646227229990526,0.885
Latina Women,0.00035536602700781805,-0.015807303420333162,0.885
Other,0.007750845546786922,-0.008411823900554059,0.885
White Women,0.01616266944734098,0.0,0.885
Asian Women,0.0036196117143797303,-0.011152720576200734,0.89
Black Women,0.007516442217350454,-0.007255890073230011,0.89
Latina Women,0.00035536602700781805,-0.014416966263572646,0.89
Other,0.007328072153325817,-0.007444260137254648,0.89
White Women,0.014772332290580465,0.0,0.89
Asian Women,0.003290556103981573,-0.008874894017672929,0.895
Black Women,0.007516442217350454,-0.004649007904304048,0.895
Latina Women,0.00035536602700781805,-0.011810084094646685,0.895
Other,0.006959500476975111,-0.005205949644679391,0.895
White Women,0.012165450121654502,0.0,0.895
Asian Women,0.003290556103981573,-0.008874894017672929,0.9
Black Women,0.007203257124960852,-0.00496219299669365,0.9
Latina Women,0.00035536602700781805,-0.011810084094646685,0.9
Other,0.006666811204578961,-0.005498638917075541,0.9
White Women,0.012165450121654502,0.0,0.9
Asian Women,0.0029615004935834156,-0.008682573194285892,0.905
Black Women,0.006263701847792045,-0.005380371840077263,0.905
Latina Women,0.0,-0.011644073687869308,0.905
Other,0.006309079871650334,-0.005334993816218974,0.905
White Women,0.011644073687869308,0.0,0.905
Asian Women,0.0026324448831852583,-0.008664044515493921,0.91
Black Women,0.006263701847792045,-0.005032787550887135,0.91
Latina Women,0.0,-0.01129648939867918,0.91
Other,0.0061031133466308216,-0.005193376052048358,0.91
White Women,0.01129648939867918,0.0,0.91
Asian Women,0.0019743336623889436,-0.007758026434934657,0.915
Black Women,0.006263701847792045,-0.0034686582495315563,0.915
Latina Women,0.0,-0.009732360097323601,0.915
Other,0.005669499609747637,-0.004062860487575965,0.915
White Women,0.009732360097323601,0.0,0.915
Asian Women,0.0016452780519907865,-0.006001576310192043,0.92
Black Women,0.006263701847792045,-0.0013831525143907846,0.92
Latina Women,0.0,-0.0076468543621828295,0.92
Other,0.005420171711039806,-0.002226682651143024,0.92
White Women,0.0076468543621828295,0.0,0.92
Asian Women,0.0013162224415926291,-0.005635463342209943,0.925
Black Women,0.005950516755402443,-0.0010011690284001291,0.925
Latina Women,0.0,-0.006951685783802572,0.925
Other,0.005029919347844939,-0.001921766435957633,0.925
White Women,0.006951685783802572,0.0,0.925
Asian Women,0.0009871668311944718,-0.005616934663417971,0.93
Black Women,0.005637331663012841,-0.0009667698315996027,0.93
Latina Women,0.0,-0.006604101494612443,0.93
Other,0.0047480704188708695,-0.0018560310757415738,0.93
White Women,0.006604101494612443,0.0,0.93
Asian Women,0.0009871668311944718,-0.004400389651252522,0.935
Black Women,0.005010961478233636,-0.0003765950042133575,0.935
Latina Women,0.0,-0.005387556482446994,0.935
Other,0.004238574278033128,-0.0011489822044138658,0.935
White Women,0.005387556482446994,0.0,0.935
Asian Women,0.0006581112207963146,-0.0035129002494852287,0.94
Black Women,0.005010961478233636,0.0008399500079520929,0.94
Latina Women,0.0,-0.004171011470281543,0.94
Other,0.003880842945104501,-0.0002901685251770424,0.94
White Women,0.004171011470281543,0.0,0.94
Asian Women,0.0006581112207963146,-0.0031653159602951,0.945
Black Women,0.005010961478233636,0.0011875342971422215,0.945
Latina Women,0.0,-0.0038234271810914148,0.945
Other,0.0036640360766629085,-0.00015939110442850625,0.945
White Women,0.0038234271810914148,0.0,0.945
Asian Women,0.0003290556103981573,-0.003320579426098193,0.95
Black Women,0.004697776385844034,0.0010481413493476834,0.95
Latina Women,0.0,-0.0036496350364963502,0.95
Other,0.0034797502384875554,-0.00016988479800879482,0.95
White Women,0.0036496350364963502,0.0,0.95
Asian Women,0.0003290556103981573,-0.0024516187031228716,0.955
Black Women,0.004697776385844034,0.0019171020723230047,0.955
Latina Women,0.0,-0.002780674313521029,0.955
Other,0.0033063047437342816,0.0005256304302132526,0.955
White Women,0.002780674313521029,0.0,0.955
Asian Women,0.0003290556103981573,-0.002104034413932743,0.96
Black Women,0.004697776385844034,0.0022646863615131334,0.96
Latina Women,0.0,-0.0024330900243309003,0.96
Other,0.0030786575318706095,0.0006455675075397091,0.96
White Women,0.0024330900243309003,0.0,0.96
Asian Women,0.0,-0.0022592978797358358,0.965
Black Women,0.004697776385844034,0.002438478506108198,0.965
Latina Women,0.0,-0.0022592978797358358,0.965
Other,0.002731766542364062,0.00047246866262822635,0.965
White Women,0.0022592978797358358,0.0,0.965
Asian Women,0.0,-0.0015641293013555788,0.97
Black Women,0.004697776385844034,0.003133647084488455,0.97
Latina Women,0.0,-0.0015641293013555788,0.97
Other,0.0025474807041887086,0.0009833514028331298,0.97
White Women,0.0015641293013555788,0.0,0.97
Asian Women,0.0,-0.0010427528675703858,0.975
Black Women,0.004697776385844034,0.003655023518273648,0.975
Latina Women,0.0,-0.0010427528675703858,0.975
Other,0.0021572283409938427,0.0011144754734234569,0.975
White Women,0.0010427528675703858,0.0,0.975
Asian Women,0.0,-0.0005213764337851929,0.98
Black Women,0.004384591293454432,0.003863214859669239,0.98
Latina Women,0.0,-0.0005213764337851929,0.98
Other,0.0019621021593964096,0.0014407257256112166,0.98
White Women,0.0005213764337851929,0.0,0.98
Asian Women,0.0,-0.0005213764337851929,0.985
Black Women,0.0031318509238960224,0.0026104744901108293,0.985
Latina Women,0.0,-0.0005213764337851929,0.985
Other,0.0015718497962015437,0.0010504733624163507,0.985
White Women,0.0005213764337851929,0.0,0.985
Asian Women,0.0,-0.0003475842891901286,0.99
Black Women,0.002192295646727216,0.0018447113575370874,0.99
Latina Women,0.0,-0.0003475842891901286,0.99
Other,0.0013442025843378718,0.0009966182951477432,0.99
White Women,0.0003475842891901286,0.0,0.99
Asian Women,0.0,-0.0001737921445950643,0.995
Black Women,0.001252740369558409,0.0010789482249633448,0.995
Latina Women,0.0,-0.0001737921445950643,0.995
Other,0.000867227473766369,0.0006934353291713046,0.995
White Women,0.0001737921445950643,0.0,0.995
Asian Women,0.0,0.0,1.0
Black Women,0.00031318509238960227,0.00031318509238960227,1.0
Latina Women,0.0,0.0,1.0
Other,0.00048781545399358253,0.00048781545399358253,1.0
White Women,0.0,0.0,1.0
